datetime,client,close,price_am,price_pm,Month,DayofMonth,dayofweek,year,y,mod_predict
2011-08-02,0,0,0,0,8,2,1,2011,10,10.00139331817627
2011-08-03,0,0,0,0,8,3,2,2011,11,11.001443862915039
2011-08-04,0,0,0,0,8,4,3,2011,12,12.000548362731934
2011-08-05,0,0,0,0,8,5,4,2011,15,15.002095222473145
2011-08-06,0,0,1,1,8,6,5,2011,22,22.000581741333008
2011-08-07,0,0,1,0,8,7,6,2011,12,12.00238037109375
2011-08-08,0,0,0,0,8,8,0,2011,15,15.002720832824707
2011-08-09,0,0,0,0,8,9,1,2011,13,13.000200271606445
2011-08-10,0,0,0,0,8,10,2,2011,15,15.002354621887207
2011-08-11,0,0,0,0,8,11,3,2011,11,11.00253677368164
2011-08-12,0,0,0,0,8,12,4,2011,16,16.00040054321289
2011-08-13,0,0,0,0,8,13,5,2011,13,13.000741958618164
2011-08-14,0,0,0,0,8,14,6,2011,0,0.003146827220916748
2011-08-15,0,0,0,0,8,15,0,2011,19,19.00206184387207
2011-08-16,0,0,0,0,8,16,1,2011,17,17.00052261352539
2011-08-17,0,0,0,0,8,17,2,2011,5,5.002692699432373
2011-08-18,0,0,0,0,8,18,3,2011,11,11.00059986114502
2011-08-19,0,0,0,0,8,19,4,2011,16,16.002925872802734
2011-08-20,0,0,1,1,8,20,5,2011,16,16.001575469970703
2011-08-21,0,0,1,0,8,21,6,2011,13,13.0006685256958
2011-08-22,0,0,0,0,8,22,0,2011,13,12.999979019165039
2011-08-23,0,0,0,0,8,23,1,2011,13,12.999876022338867
2011-08-24,0,0,0,0,8,24,2,2011,8,8.000688552856445
2011-08-25,0,0,0,0,8,25,3,2011,9,9.000259399414062
2011-08-26,0,0,0,0,8,26,4,2011,22,22.00080108642578
2011-08-27,0,0,1,1,8,27,5,2011,23,23.000226974487305
2011-08-28,0,0,1,1,8,28,6,2011,25,25.00136947631836
2011-08-29,0,0,0,0,8,29,0,2011,24,24.001766204833984
2011-08-30,0,0,0,0,8,30,1,2011,21,21.000703811645508
2011-08-31,0,0,1,1,8,31,2,2011,21,21.000003814697266
2011-09-01,0,0,1,1,9,1,3,2011,14,14.000578880310059
2011-09-02,0,0,1,1,9,2,4,2011,6,6.002257347106934
2011-09-03,0,0,2,1,9,3,5,2011,14,14.001974105834961
2011-09-04,0,0,1,1,9,4,6,2011,11,11.001810073852539
2011-09-05,0,0,0,0,9,5,0,2011,9,9.001665115356445
2011-09-06,0,0,0,0,9,6,1,2011,10,10.000946998596191
2011-09-07,0,0,0,0,9,7,2,2011,6,6.002549171447754
2011-09-08,0,0,0,0,9,8,3,2011,10,10.00061321258545
2011-09-09,0,0,0,0,9,9,4,2011,7,7.001469612121582
2011-09-10,0,0,1,1,9,10,5,2011,15,15.000503540039062
2011-09-11,0,0,1,0,9,11,6,2011,13,13.001424789428711
2011-09-12,0,0,0,0,9,12,0,2011,14,14.0003080368042
2011-09-13,0,0,0,0,9,13,1,2011,16,16.000946044921875
2011-09-14,0,0,0,0,9,14,2,2011,10,10.002704620361328
2011-09-15,0,0,0,0,9,15,3,2011,11,11.00167465209961
2011-09-16,0,0,0,0,9,16,4,2011,14,14.002657890319824
2011-09-17,0,0,2,1,9,17,5,2011,21,20.999996185302734
2011-09-18,0,0,2,2,9,18,6,2011,19,19.001245498657227
2011-09-19,0,0,1,1,9,19,0,2011,18,17.999834060668945
2011-09-20,0,0,0,0,9,20,1,2011,21,21.00102424621582
2011-09-21,0,0,0,0,9,21,2,2011,12,12.00113296508789
2011-09-22,0,0,0,0,9,22,3,2011,24,24.00208282470703
2011-09-23,0,0,1,1,9,23,4,2011,36,36.000301361083984
2011-09-24,0,0,2,2,9,24,5,2011,47,47.00001525878906
2011-09-25,0,0,2,2,9,25,6,2011,26,26.001821517944336
2011-09-26,0,0,1,1,9,26,0,2011,21,21.001399993896484
2011-09-27,0,0,1,1,9,27,1,2011,19,18.999862670898438
2011-09-28,0,0,1,1,9,28,2,2011,24,24.000680923461914
2011-09-29,0,0,1,1,9,29,3,2011,26,26.001689910888672
2011-09-30,0,0,1,1,9,30,4,2011,29,29.000137329101562
2011-10-01,0,0,2,1,10,1,5,2011,26,26.00237464904785
2011-10-02,0,0,1,1,10,2,6,2011,27,27.002246856689453
2011-10-03,0,0,1,-1,10,3,0,2011,20,20.000011444091797
2011-10-04,0,0,0,0,10,4,1,2011,14,14.001235008239746
2011-10-05,0,0,0,0,10,5,2,2011,16,16.00028419494629
2011-10-06,0,0,0,0,10,6,3,2011,15,15.00046157836914
2011-10-07,0,0,0,0,10,7,4,2011,15,15.002893447875977
2011-10-08,0,0,2,1,10,8,5,2011,21,21.002214431762695
2011-10-09,0,0,2,1,10,9,6,2011,21,21.000144958496094
2011-10-10,0,0,1,0,10,10,0,2011,17,17.000505447387695
2011-10-11,0,0,0,0,10,11,1,2011,9,9.001194953918457
2011-10-12,0,0,0,0,10,12,2,2011,10,9.999961853027344
2011-10-13,0,0,0,0,10,13,3,2011,14,14.000531196594238
2011-10-14,0,0,0,0,10,14,4,2011,14,14.001670837402344
2011-10-15,0,0,1,1,10,15,5,2011,22,22.00189971923828
2011-10-16,0,0,1,0,10,16,6,2011,24,24.000757217407227
2011-10-17,0,0,0,0,10,17,0,2011,18,18.001420974731445
2011-10-18,0,0,0,0,10,18,1,2011,13,13.000467300415039
2011-10-19,0,0,0,0,10,19,2,2011,7,7.002344608306885
2011-10-20,0,0,0,0,10,20,3,2011,13,13.00063705444336
2011-10-21,0,0,0,0,10,21,4,2011,18,18.002399444580078
2011-10-22,0,0,1,1,10,22,5,2011,17,17.00029754638672
2011-10-23,0,0,1,1,10,23,6,2011,21,21.00164031982422
2011-10-24,0,0,0,0,10,24,0,2011,14,14.00174617767334
2011-10-25,0,0,0,0,10,25,1,2011,17,17.000900268554688
2011-10-26,0,0,0,0,10,26,2,2011,23,23.00047492980957
2011-10-27,0,0,0,0,10,27,3,2011,24,24.001428604125977
2011-10-28,0,0,1,1,10,28,4,2011,25,25.002073287963867
2011-10-29,0,0,2,2,10,29,5,2011,35,35.000186920166016
2011-10-30,0,0,2,1,10,30,6,2011,22,22.00265884399414
2011-10-31,0,0,1,1,10,31,0,2011,27,27.001558303833008
2011-11-01,0,0,1,1,11,1,1,2011,21,21.0006103515625
2011-11-02,0,0,1,0,11,2,2,2011,21,21.001203536987305
2011-11-03,0,0,2,1,11,3,3,2011,22,22.000226974487305
2011-11-04,0,0,1,1,11,4,4,2011,22,22.000205993652344
2011-11-05,0,0,1,0,11,5,5,2011,28,28.000394821166992
2011-11-06,0,0,1,0,11,6,6,2011,10,10.00293254852295
2011-11-07,0,0,0,0,11,7,0,2011,14,14.001678466796875
2011-11-08,0,0,0,0,11,8,1,2011,17,16.99969482421875
2011-11-09,0,0,0,0,11,9,2,2011,11,11.00192642211914
2011-11-10,0,0,0,0,11,10,3,2011,12,12.00059986114502
2011-11-11,0,0,0,0,11,11,4,2011,25,25.001201629638672
2011-11-12,0,0,1,1,11,12,5,2011,27,27.00155258178711
2011-11-13,0,0,0,0,11,13,6,2011,21,21.000890731811523
2011-11-14,0,0,0,0,11,14,0,2011,13,13.000937461853027
2011-11-15,0,0,0,0,11,15,1,2011,11,11.00223445892334
2011-11-16,0,0,0,0,11,16,2,2011,19,18.999982833862305
2011-11-17,0,0,0,0,11,17,3,2011,11,11.000419616699219
2011-11-18,0,0,0,0,11,18,4,2011,11,11.001670837402344
2011-11-19,0,0,1,1,11,19,5,2011,15,15.001752853393555
2011-11-20,0,0,1,0,11,20,6,2011,29,29.000722885131836
2011-11-21,0,0,0,0,11,21,0,2011,18,18.00132942199707
2011-11-22,0,0,0,0,11,22,1,2011,14,14.000666618347168
2011-11-23,0,0,0,0,11,23,2,2011,12,12.002492904663086
2011-11-24,0,0,0,0,11,24,3,2011,21,21.000598907470703
2011-11-25,0,0,1,1,11,25,4,2011,30,30.000608444213867
2011-11-26,0,0,2,1,11,26,5,2011,31,31.00139808654785
2011-11-27,0,0,1,1,11,27,6,2011,32,32.0008544921875
2011-11-28,0,0,0,0,11,28,0,2011,27,27.000595092773438
2011-11-29,0,0,0,0,11,29,1,2011,20,20.000606536865234
2011-11-30,0,0,1,1,11,30,2,2011,20,20.001495361328125
2011-12-01,0,0,1,1,12,1,3,2011,15,15.001200675964355
2011-12-02,0,0,1,1,12,2,4,2011,17,16.999908447265625
2011-12-03,0,0,2,1,12,3,5,2011,32,32.00035095214844
2011-12-04,0,0,1,1,12,4,6,2011,17,17.002452850341797
2011-12-05,0,0,0,0,12,5,0,2011,11,11.001825332641602
2011-12-06,0,0,0,0,12,6,1,2011,12,12.001323699951172
2011-12-07,0,0,0,0,12,7,2,2011,13,12.999893188476562
2011-12-08,0,0,0,0,12,8,3,2011,8,8.0010404586792
2011-12-09,0,0,0,0,12,9,4,2011,14,14.000367164611816
2011-12-10,0,0,1,1,12,10,5,2011,31,31.00064468383789
2011-12-11,0,0,1,1,12,11,6,2011,22,22.00083351135254
2011-12-12,0,0,0,0,12,12,0,2011,19,19.001646041870117
2011-12-13,0,0,0,0,12,13,1,2011,14,14.00074291229248
2011-12-14,0,0,0,0,12,14,2,2011,15,14.999939918518066
2011-12-15,0,0,0,0,12,15,3,2011,17,17.001893997192383
2011-12-16,0,0,0,0,12,16,4,2011,25,25.000545501708984
2011-12-17,0,0,1,1,12,17,5,2011,35,35.0004997253418
2011-12-18,0,0,1,1,12,18,6,2011,30,30.00055694580078
2011-12-19,0,0,1,0,12,19,0,2011,30,30.000024795532227
2011-12-20,0,0,0,0,12,20,1,2011,30,30.000104904174805
2011-12-21,0,0,0,0,12,21,2,2011,28,28.001419067382812
2011-12-22,0,0,1,1,12,22,3,2011,32,32.00055694580078
2011-12-23,0,0,2,1,12,23,4,2011,36,36.00175857543945
2011-12-24,0,0,2,2,12,24,5,2011,30,30.00058937072754
2011-12-25,0,0,1,1,12,25,6,2011,22,22.001134872436523
2011-12-26,0,0,1,0,12,26,0,2011,31,31.001455307006836
2011-12-27,0,0,1,0,12,27,1,2011,30,30.000009536743164
2011-12-28,0,0,1,0,12,28,2,2011,23,23.000402450561523
2011-12-29,0,0,1,0,12,29,3,2011,26,26.001659393310547
2011-12-30,0,0,1,3,12,30,4,2011,15,14.999930381774902
2011-12-31,0,1,-1,-1,12,31,5,2011,0,0.00016888976097106934
2012-01-01,0,1,-1,-1,1,1,6,2012,0,0.00017079710960388184
2012-01-02,0,1,-1,-1,1,2,0,2012,0,0.00025856494903564453
2012-01-03,0,1,-1,-1,1,3,1,2012,0,0.0001696944236755371
2012-01-04,0,0,0,0,1,4,2,2012,12,12.001357078552246
2012-01-05,0,0,0,0,1,5,3,2012,9,9.001593589782715
2012-01-06,0,0,0,0,1,6,4,2012,8,8.001859664916992
2012-01-07,0,0,0,0,1,7,5,2012,29,28.99846076965332
2012-01-08,0,0,0,0,1,8,6,2012,23,23.000301361083984
2012-01-09,0,0,0,0,1,9,0,2012,9,9.000219345092773
2012-01-10,0,0,0,0,1,10,1,2012,10,10.000149726867676
2012-01-11,0,0,0,0,1,11,2,2012,10,10.000184059143066
2012-01-12,0,0,0,0,1,12,3,2012,7,7.000583648681641
2012-01-13,0,0,0,0,1,13,4,2012,9,9.004202842712402
2012-01-14,0,0,0,1,1,14,5,2012,24,23.999780654907227
2012-01-15,0,0,0,0,1,15,6,2012,21,21.00135040283203
2012-01-16,0,0,0,0,1,16,0,2012,18,18.000242233276367
2012-01-17,0,0,0,0,1,17,1,2012,18,18.00010108947754
2012-01-18,0,0,0,0,1,18,2,2012,17,17.000320434570312
2012-01-19,0,0,0,0,1,19,3,2012,13,13.000265121459961
2012-01-20,0,0,0,0,1,20,4,2012,18,18.00017547607422
2012-01-21,0,0,1,0,1,21,5,2012,30,30.000099182128906
2012-01-22,0,0,1,0,1,22,6,2012,28,27.999311447143555
2012-01-23,0,0,0,0,1,23,0,2012,18,18.000764846801758
2012-01-24,0,0,0,0,1,24,1,2012,17,17.000545501708984
2012-01-25,0,0,0,0,1,25,2,2012,20,19.99980926513672
2012-01-26,0,0,0,0,1,26,3,2012,16,15.999573707580566
2012-01-27,0,0,1,1,1,27,4,2012,30,29.9993839263916
2012-01-28,0,0,2,1,1,28,5,2012,32,31.999662399291992
2012-01-29,0,0,2,1,1,29,6,2012,26,25.999975204467773
2012-01-30,0,0,1,0,1,30,0,2012,33,32.9997444152832
2012-01-31,0,0,1,1,1,31,1,2012,29,29.00057029724121
2012-02-01,0,0,1,1,2,1,2,2012,27,26.998594284057617
2012-02-02,0,0,1,0,2,2,3,2012,17,17.00004005432129
2012-02-03,0,0,0,0,2,3,4,2012,19,19.00020408630371
2012-02-04,0,0,2,1,2,4,5,2012,33,33.000099182128906
2012-02-05,0,0,1,1,2,5,6,2012,19,19.000513076782227
2012-02-06,0,0,0,0,2,6,0,2012,23,23.000099182128906
2012-02-07,0,0,0,0,2,7,1,2012,18,17.99987030029297
2012-02-08,0,0,0,0,2,8,2,2012,22,22.00019645690918
2012-02-09,0,0,0,0,2,9,3,2012,14,13.999455451965332
2012-02-10,0,0,0,0,2,10,4,2012,25,25.0012149810791
2012-02-11,0,0,1,1,2,11,5,2012,36,36.000160217285156
2012-02-12,0,0,1,0,2,12,6,2012,22,22.003662109375
2012-02-13,0,0,0,0,2,13,0,2012,23,22.999399185180664
2012-02-14,0,0,0,0,2,14,1,2012,18,18.000125885009766
2012-02-15,0,0,0,0,2,15,2,2012,23,22.999046325683594
2012-02-16,0,0,0,0,2,16,3,2012,22,22.001935958862305
2012-02-17,0,0,0,0,2,17,4,2012,25,25.0003662109375
2012-02-18,0,0,2,1,2,18,5,2012,33,33.000518798828125
2012-02-19,0,0,1,1,2,19,6,2012,31,31.000017166137695
2012-02-20,0,0,1,0,2,20,0,2012,26,26.000303268432617
2012-02-21,0,0,0,0,2,21,1,2012,24,24.000783920288086
2012-02-22,0,0,0,0,2,22,2,2012,32,32.000972747802734
2012-02-23,0,0,1,0,2,23,3,2012,29,29.000381469726562
2012-02-24,0,0,1,1,2,24,4,2012,43,43.001007080078125
2012-02-25,0,0,3,2,2,25,5,2012,49,49.000648498535156
2012-02-26,0,0,2,1,2,26,6,2012,47,47.000160217285156
2012-02-27,0,0,1,1,2,27,0,2012,41,41.003204345703125
2012-02-28,0,0,1,1,2,28,1,2012,40,39.99978256225586
2012-02-29,0,0,2,1,2,29,2,2012,39,39.0012092590332
2012-03-01,0,0,1,1,3,1,3,2012,36,36.001224517822266
2012-03-02,0,0,1,1,3,2,4,2012,45,45.0008544921875
2012-03-03,0,0,2,1,3,3,5,2012,37,37.001373291015625
2012-03-04,0,0,1,1,3,4,6,2012,30,29.99979019165039
2012-03-05,0,0,0,0,3,5,0,2012,29,29.00014877319336
2012-03-06,0,0,0,0,3,6,1,2012,30,30.00009536743164
2012-03-07,0,0,0,0,3,7,2,2012,38,37.999908447265625
2012-03-08,0,0,0,0,3,8,3,2012,32,32.00028991699219
2012-03-09,0,0,0,0,3,9,4,2012,33,33.00019836425781
2012-03-10,0,0,2,1,3,10,5,2012,30,30.000123977661133
2012-03-11,0,0,1,1,3,11,6,2012,28,28.000608444213867
2012-03-12,0,0,0,0,3,12,0,2012,31,31.00321388244629
2012-03-13,0,0,0,0,3,13,1,2012,35,35.00021743774414
2012-03-14,0,0,1,0,3,14,2,2012,30,30.000898361206055
2012-03-15,0,0,1,1,3,15,3,2012,36,36.00080871582031
2012-03-16,0,0,2,2,3,16,4,2012,50,49.99982452392578
2012-03-17,0,0,3,3,3,17,5,2012,58,58.0001220703125
2012-03-18,0,0,3,2,3,18,6,2012,45,45.0025520324707
2012-03-19,0,0,2,2,3,19,0,2012,48,48.00204849243164
2012-03-20,0,0,3,2,3,20,1,2012,51,51.000160217285156
2012-03-21,0,0,2,2,3,21,2,2012,60,60.00033950805664
2012-03-22,0,0,3,2,3,22,3,2012,49,49.00186538696289
2012-03-23,0,0,4,3,3,23,4,2012,47,47.00200653076172
2012-03-24,0,0,5,4,3,24,5,2012,55,54.99984359741211
2012-03-25,0,0,4,5,3,25,6,2012,49,48.9995002746582
2012-03-26,0,0,3,2,3,26,0,2012,69,69.00131225585938
2012-03-27,0,0,3,2,3,27,1,2012,88,87.99702453613281
2012-03-28,0,0,2,2,3,28,2,2012,66,66.00025177001953
2012-03-29,0,0,4,2,3,29,3,2012,63,63.000213623046875
2012-03-30,0,0,4,4,3,30,4,2012,69,68.99930572509766
2012-03-31,0,0,5,5,3,31,5,2012,63,63.001007080078125
2012-04-01,0,0,5,4,4,1,6,2012,36,35.99949645996094
2012-04-02,0,0,2,3,4,2,0,2012,45,45.0003662109375
2012-04-03,0,0,2,1,4,3,1,2012,36,36.00080108642578
2012-04-04,0,0,1,1,4,4,2,2012,32,31.999895095825195
2012-04-05,0,0,1,0,4,5,3,2012,43,42.99887466430664
2012-04-06,0,0,0,0,4,6,4,2012,36,36.0001335144043
2012-04-07,0,0,4,3,4,7,5,2012,39,39.00092697143555
2012-04-08,0,0,2,2,4,8,6,2012,33,33.00017547607422
2012-04-09,0,0,0,0,4,9,0,2012,33,33.00025177001953
2012-04-10,0,0,0,0,4,10,1,2012,32,31.999914169311523
2012-04-11,0,0,0,0,4,11,2,2012,20,19.99968147277832
2012-04-12,0,0,0,0,4,12,3,2012,25,25.000335693359375
2012-04-13,0,0,0,0,4,13,4,2012,34,33.999839782714844
2012-04-14,0,0,2,2,4,14,5,2012,43,42.99972915649414
2012-04-15,0,0,1,2,4,15,6,2012,40,39.99943923950195
2012-04-16,0,0,0,0,4,16,0,2012,27,27.002216339111328
2012-04-17,0,0,0,0,4,17,1,2012,21,20.999526977539062
2012-04-18,0,0,0,0,4,18,2,2012,21,20.999784469604492
2012-04-19,0,0,0,0,4,19,3,2012,21,21.00048828125
2012-04-20,0,0,0,0,4,20,4,2012,25,25.000450134277344
2012-04-21,0,0,2,2,4,21,5,2012,29,29.002222061157227
2012-04-22,0,0,1,1,4,22,6,2012,28,27.99969482421875
2012-04-23,0,0,1,0,4,23,0,2012,32,32.00042724609375
2012-04-24,0,0,0,0,4,24,1,2012,27,27.002182006835938
2012-04-25,0,0,0,0,4,25,2,2012,35,35.000831604003906
2012-04-26,0,0,0,0,4,26,3,2012,29,29.000789642333984
2012-04-27,0,0,1,1,4,27,4,2012,32,31.999149322509766
2012-04-28,0,0,2,2,4,28,5,2012,43,43.000728607177734
2012-04-29,0,0,3,2,4,29,6,2012,54,54.00059127807617
2012-04-30,0,0,2,1,4,30,0,2012,39,39.000267028808594
2012-05-01,0,0,0,0,5,1,1,2012,31,30.999954223632812
2012-05-02,0,0,0,0,5,2,2,2012,30,30.000370025634766
2012-05-03,0,0,1,1,5,3,3,2012,27,27.001747131347656
2012-05-04,0,0,2,2,5,4,4,2012,27,26.999666213989258
2012-05-05,0,0,1,0,5,5,5,2012,16,16.00012969970703
2012-05-06,0,0,0,0,5,6,6,2012,12,12.00016975402832
2012-05-07,0,0,0,0,5,7,0,2012,21,21.0004825592041
2012-05-08,0,0,0,0,5,8,1,2012,22,22.0006103515625
2012-05-09,0,0,0,0,5,9,2,2012,19,18.999923706054688
2012-05-10,0,0,0,0,5,10,3,2012,16,16.000991821289062
2012-05-11,0,0,0,0,5,11,4,2012,19,19.000917434692383
2012-05-12,0,0,1,1,5,12,5,2012,32,32.00035095214844
2012-05-13,0,0,1,0,5,13,6,2012,26,26.000335693359375
2012-05-14,0,0,0,0,5,14,0,2012,22,22.000999450683594
2012-05-15,0,0,0,0,5,15,1,2012,21,21.000715255737305
2012-05-16,0,0,0,0,5,16,2,2012,11,11.00154972076416
2012-05-17,0,0,0,0,5,17,3,2012,14,14.000995635986328
2012-05-18,0,0,0,0,5,18,4,2012,19,19.000272750854492
2012-05-19,0,0,1,1,5,19,5,2012,33,33.00213623046875
2012-05-20,0,0,1,0,5,20,6,2012,25,25.00082015991211
2012-05-21,0,0,0,0,5,21,0,2012,15,15.002540588378906
2012-05-22,0,0,0,0,5,22,1,2012,21,20.999937057495117
2012-05-23,0,0,0,0,5,23,2,2012,19,18.999940872192383
2012-05-24,0,0,0,0,5,24,3,2012,23,23.002422332763672
2012-05-25,0,0,1,0,5,25,4,2012,32,32.00019073486328
2012-05-26,0,0,2,1,5,26,5,2012,39,39.001014709472656
2012-05-27,0,0,1,1,5,27,6,2012,32,32.00067901611328
2012-05-28,0,0,1,0,5,28,0,2012,30,30.00090980529785
2012-05-29,0,0,0,0,5,29,1,2012,33,32.99996566772461
2012-05-30,0,0,1,0,5,30,2,2012,27,27.000917434692383
2012-05-31,0,0,1,1,5,31,3,2012,35,35.00030517578125
2012-06-01,0,0,0,0,6,1,4,2012,30,30.000280380249023
2012-06-02,0,0,1,1,6,2,5,2012,36,36.000579833984375
2012-06-03,0,0,1,1,6,3,6,2012,28,28.000329971313477
2012-06-04,0,0,0,0,6,4,0,2012,22,21.99979591369629
2012-06-05,0,0,0,0,6,5,1,2012,23,22.998828887939453
2012-06-06,0,0,0,0,6,6,2,2012,13,12.999919891357422
2012-06-07,0,0,0,0,6,7,3,2012,13,13.001673698425293
2012-06-08,0,0,0,0,6,8,4,2012,12,12.001504898071289
2012-06-09,0,0,1,1,6,9,5,2012,38,37.999549865722656
2012-06-10,0,0,1,0,6,10,6,2012,17,17.00020980834961
2012-06-11,0,0,0,0,6,11,0,2012,22,21.999452590942383
2012-06-12,0,0,0,0,6,12,1,2012,12,12.000717163085938
2012-06-13,0,0,0,0,6,13,2,2012,22,22.000587463378906
2012-06-14,0,0,0,0,6,14,3,2012,20,20.000503540039062
2012-06-15,0,0,0,0,6,15,4,2012,20,20.001981735229492
2012-06-16,0,0,1,1,6,16,5,2012,42,42.001182556152344
2012-06-17,0,0,1,0,6,17,6,2012,22,22.000234603881836
2012-06-18,0,0,0,0,6,18,0,2012,23,23.000442504882812
2012-06-19,0,0,0,0,6,19,1,2012,19,19.0008487701416
2012-06-20,0,0,0,0,6,20,2,2012,21,21.000717163085938
2012-06-21,0,0,0,0,6,21,3,2012,20,19.999935150146484
2012-06-22,0,0,0,0,6,22,4,2012,32,31.999982833862305
2012-06-23,0,0,2,1,6,23,5,2012,38,37.9996223449707
2012-06-24,0,0,1,1,6,24,6,2012,34,34.00240707397461
2012-06-25,0,0,0,0,6,25,0,2012,31,31.002849578857422
2012-06-26,0,0,1,0,6,26,1,2012,33,33.00017166137695
2012-06-27,0,0,0,0,6,27,2,2012,31,31.00057601928711
2012-06-28,0,0,1,0,6,28,3,2012,42,42.000484466552734
2012-06-29,0,0,1,1,6,29,4,2012,52,52.00246810913086
2012-06-30,0,0,2,2,6,30,5,2012,55,55.001007080078125
2012-07-01,0,0,2,1,7,1,6,2012,45,45.00101089477539
2012-07-02,0,0,1,1,7,2,0,2012,31,30.99968910217285
2012-07-03,0,0,1,0,7,3,1,2012,12,12.000967979431152
2012-07-04,0,0,0,0,7,4,2,2012,19,19.002151489257812
2012-07-05,0,0,0,0,7,5,3,2012,16,15.999751091003418
2012-07-06,0,0,0,0,7,6,4,2012,23,23.000579833984375
2012-07-07,0,0,1,1,7,7,5,2012,34,33.9998664855957
2012-07-08,0,0,1,1,7,8,6,2012,20,20.00027847290039
2012-07-09,0,0,0,0,7,9,0,2012,17,17.001604080200195
2012-07-10,0,0,0,0,7,10,1,2012,9,9.001940727233887
2012-07-11,0,0,0,0,7,11,2,2012,21,20.999874114990234
2012-07-12,0,0,0,0,7,12,3,2012,21,20.999969482421875
2012-07-13,0,0,0,0,7,13,4,2012,23,23.000835418701172
2012-07-14,0,0,2,1,7,14,5,2012,38,38.00077819824219
2012-07-15,0,0,2,1,7,15,6,2012,38,38.00133514404297
2012-07-16,0,0,1,0,7,16,0,2012,25,25.00128173828125
2012-07-17,0,0,0,0,7,17,1,2012,24,23.99983787536621
2012-07-18,0,0,0,0,7,18,2,2012,11,11.000391006469727
2012-07-19,0,0,0,0,7,19,3,2012,19,19.001014709472656
2012-07-20,0,0,0,0,7,20,4,2012,24,24.0006160736084
2012-07-21,0,0,1,1,7,21,5,2012,37,37.00035095214844
2012-07-22,0,0,1,1,7,22,6,2012,23,23.00037384033203
2012-07-23,0,0,0,0,7,23,0,2012,27,27.002426147460938
2012-07-24,0,0,1,0,7,24,1,2012,31,30.999454498291016
2012-07-25,0,0,0,0,7,25,2,2012,17,16.9999942779541
2012-07-26,0,0,0,0,7,26,3,2012,22,22.001623153686523
2012-07-27,0,0,1,1,7,27,4,2012,25,24.99997329711914
2012-07-28,0,0,3,2,7,28,5,2012,48,48.00077438354492
2012-07-29,0,0,2,1,7,29,6,2012,43,43.000919342041016
2012-07-30,0,0,1,1,7,30,0,2012,31,31.001989364624023
2012-07-31,0,0,1,1,7,31,1,2012,42,42.000064849853516
2012-08-01,0,0,0,0,8,1,2,2012,41,41.00027847290039
2012-08-02,0,0,0,0,8,2,3,2012,30,30.000673294067383
2012-08-03,0,0,0,0,8,3,4,2012,29,29.00088882446289
2012-08-04,0,0,1,1,8,4,5,2012,31,30.999900817871094
2012-08-05,0,0,1,1,8,5,6,2012,34,34.00007629394531
2012-08-06,0,0,0,0,8,6,0,2012,21,21.001304626464844
2012-08-07,0,0,0,0,8,7,1,2012,21,21.001209259033203
2012-08-08,0,0,0,0,8,8,2,2012,22,22.00100326538086
2012-08-09,0,0,0,0,8,9,3,2012,12,12.00098991394043
2012-08-10,0,0,0,0,8,10,4,2012,25,25.000593185424805
2012-08-11,0,0,1,1,8,11,5,2012,29,29.001953125
2012-08-12,0,0,0,0,8,12,6,2012,14,14.000847816467285
2012-08-13,0,0,0,0,8,13,0,2012,29,28.99984359741211
2012-08-14,0,0,0,0,8,14,1,2012,23,23.00035858154297
2012-08-15,0,0,0,0,8,15,2,2012,19,19.001237869262695
2012-08-16,0,0,0,0,8,16,3,2012,16,16.002525329589844
2012-08-17,0,0,0,0,8,17,4,2012,29,29.00034523010254
2012-08-18,0,0,1,1,8,18,5,2012,22,22.000186920166016
2012-08-19,0,0,1,0,8,19,6,2012,23,23.000564575195312
2012-08-20,0,0,0,0,8,20,0,2012,25,25.001441955566406
2012-08-21,0,0,0,0,8,21,1,2012,19,19.001733779907227
2012-08-22,0,0,0,0,8,22,2,2012,21,21.001340866088867
2012-08-23,0,0,0,0,8,23,3,2012,26,26.002166748046875
2012-08-24,0,0,1,0,8,24,4,2012,23,23.002042770385742
2012-08-25,0,0,2,1,8,25,5,2012,31,30.999719619750977
2012-08-26,0,0,1,1,8,26,6,2012,37,37.001625061035156
2012-08-27,0,0,0,0,8,27,0,2012,36,36.00046157836914
2012-08-28,0,0,1,1,8,28,1,2012,27,27.000015258789062
2012-08-29,0,0,0,0,8,29,2,2012,30,30.0001163482666
2012-08-30,0,0,1,0,8,30,3,2012,38,38.00112533569336
2012-08-31,0,0,1,1,8,31,4,2012,28,28.00212860107422
2012-09-01,0,0,2,1,9,1,5,2012,44,44.00035095214844
2012-09-02,0,0,1,1,9,2,6,2012,40,39.999244689941406
2012-09-03,0,0,1,0,9,3,0,2012,35,35.00078201293945
2012-09-04,0,0,0,0,9,4,1,2012,13,13.000975608825684
2012-09-05,0,0,0,0,9,5,2,2012,15,15.000704765319824
2012-09-06,0,0,0,0,9,6,3,2012,19,18.999448776245117
2012-09-07,0,0,0,0,9,7,4,2012,23,22.999557495117188
2012-09-08,0,0,1,1,9,8,5,2012,18,18.001976013183594
2012-09-09,0,0,1,1,9,9,6,2012,33,33.0003662109375
2012-09-10,0,0,0,0,9,10,0,2012,28,28.002426147460938
2012-09-11,0,0,0,0,9,11,1,2012,22,22.000246047973633
2012-09-12,0,0,0,0,9,12,2,2012,26,25.998924255371094
2012-09-13,0,0,0,0,9,13,3,2012,26,26.000171661376953
2012-09-14,0,0,0,0,9,14,4,2012,25,24.999813079833984
